mep_identifier	mep_honorific_prefix	mep_given_name	mep_family_name	mep_official_given_name	mep_official_family_name	mep_gender	mep_citizenship	mep_place_of_birth	mep_birthday	mep_death_date	mep_image	mep_email	mep_homepage	mep_twitter	mep_facebook_page	mep_facebook_profile	mep_country_of_representation	mep_political_group	mep_instagram	mep_URI	mep_polgroup	mep_polgrupo_sig
256948	Mr	Arno	Bausemer			male	Alemania				https://www.europarl.europa.eu/mepphoto/256948.jpg	mailto:arno.bausemer@europarl.europa.eu					Alemania	Grupo Europa de las Naciones Soberanas		https://data.europarl.europa.eu/person/256948	Alternative f�r Deutschland	AfD
256959	Mr	Alexander	Sell			male	Alemania		1980-11-25^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/256959.jpg	mailto:alexander.sell@europarl.europa.eu					Alemania	Grupo Europa de las Naciones Soberanas		https://data.europarl.europa.eu/person/256959	Alternative f�r Deutschland	AfD
256960		Sibylle	Berg			not known	Alemania				https://www.europarl.europa.eu/mepphoto/256960.jpg	mailto:sibylle.berg@europarl.europa.eu	https://sibylleberg.com/	https://x.com/SibylleBerg?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor			Alemania	Miembro no adscrito	https://www.instagram.com/sibylle_berg/?hl=de	https://data.europarl.europa.eu/person/256960	Die Partei	Die Partei
256969	Mr	Friedrich	P�rner			male	Alemania	Munich			https://www.europarl.europa.eu/mepphoto/256969.jpg	mailto:friedrich.puerner@europarl.europa.eu	https://www.friedrich-puerner.de/	https://twitter.com/DrPuerner			Alemania	Miembro no adscrito	https://www.instagram.com/puernerfriedrich/	https://data.europarl.europa.eu/person/256969	B�ndnis Sahra Wagenknecht - Vernunft und Gerechtigkeit	BSW
256987	Ms	Oihane	Agirregoitia Mart�nez			female	Espa�a	Bilbao	1980-04-18^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/256987.jpg	mailto:oihane.agirregoitiamartinez@europarl.europa.eu		https://x.com/oagirregoitia			Espa�a	Grupo Renovar Europa	https://www.instagram.com/oagirregoitiam/	https://data.europarl.europa.eu/person/256987	Coalici�n por una Europa Solidaria	CEUS
257001	Ms	Elena	Sancho Murillo			female	Espa�a	Ribaforada	1989-01-26^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/257001.jpg	mailto:elena.sanchomurillo@europarl.europa.eu					Espa�a	Grupo de la Alianza Progresista de Socialistas y Dem�cratas		https://data.europarl.europa.eu/person/257001	Partido Socialista Obrero Espa�ol	PSOE
257009	Ms	Isabel	Serra S�nchez			female	Espa�a				https://www.europarl.europa.eu/mepphoto/257009.jpg	mailto:isabel.serrasanchez@europarl.europa.eu					Espa�a	La Izquierda en el Parlamento Europeo-GUE/NGL		https://data.europarl.europa.eu/person/257009	Podemos	Podemos
257021	Mr	Diego	Solier			male	Espa�a	Valencia	1980-04-26^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/257021.jpg	"mailto:diego.solierfernandez@europarl.europa.eu; mailto:diego.solier@europarl.europa.eu"					Espa�a	"Miembro no adscrito; Grupo de los Conservadores y Reformistas Europeos"		https://data.europarl.europa.eu/person/257021	Se Acab� la Fiesta	SALF
257027	Mr	Fernando	Navarrete Rojas			male	Espa�a	Madrid	1976-01-24^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/257027.jpg	mailto:fernando.navarrete@europarl.europa.eu					Espa�a	Grupo del Partido Popular Europeo	https://www.instagram.com/fernando_navarrete_rojas/	https://data.europarl.europa.eu/person/257027	Partido Popular	PP
257029	Mr	Jorge	Mart�n Fr�as			male	Espa�a	Madrid	1980-04-08^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/257029.jpg	mailto:jorge.martinfrias@europarl.europa.eu					Espa�a	Grupo Patriotas por Europa		https://data.europarl.europa.eu/person/257029	Vox	Vox
257032	Ms	Kamila	Gasiuk-Pihowicz			female	Polonia	Warszawa	1983-05-08^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/257032.jpg	mailto:kamila.gasiuk-pihowicz@europarl.europa.eu	http://gasiuk-pihowicz.pl/	https://x.com/Gasiuk_Pihowicz	https://www.facebook.com/Kamila.Gasiuk.Pihowicz/?locale=pl_PL		Polonia	Grupo del Partido Popular Europeo	https://www.instagram.com/gasiukpihowicz/?hl=en	https://data.europarl.europa.eu/person/257032		
257046	Ms	Marta	Wcis?o			female	Polonia				https://www.europarl.europa.eu/mepphoto/257046.jpg	mailto:marta.wcislo@europarl.europa.eu		https://x.com/WcisloMarta123	https://www.facebook.com/wcislomarta/		Polonia	Grupo del Partido Popular Europeo	https://www.instagram.com/martawcisloposel/	https://data.europarl.europa.eu/person/257046		
256941	Mr	Alexander	Jungbluth			male	Alemania	WUERSELEN	1987-02-07^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/256941.jpg	mailto:alexander.jungbluth@europarl.europa.eu					Alemania	Grupo Europa de las Naciones Soberanas		https://data.europarl.europa.eu/person/256941	Alternative f�r Deutschland	AfD
256944	Mr	Hans	Neuhoff			male	Alemania	Bonn	1959-01-10^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/256944.jpg	mailto:hans.neuhoff@europarl.europa.eu					Alemania	Grupo Europa de las Naciones Soberanas		https://data.europarl.europa.eu/person/256944	Alternative f�r Deutschland	AfD
256964	Ms	Nela	Riehl			female	Alemania	Hamburg	1985-09-11^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/256964.jpg	mailto:nela.riehl@europarl.europa.eu					Alemania	Grupo de Los Verdes/Alianza Libre Europea		https://data.europarl.europa.eu/person/256964	Volt Deutschland	Volt Deutschland
256973	Mr	Stefan	K�hler			male	Alemania	Aschaffenburg	1967-09-24^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/256973.jpg	mailto:stefan.koehler@europarl.europa.eu	https://www.koehler-stefan.de/	https://x.com/KoehlerS9	https://www.facebook.com/profile.php?id=61563395399323		Alemania	Grupo del Partido Popular Europeo	https://www.instagram.com/koehlerstefan/	https://data.europarl.europa.eu/person/256973	Christlich-Soziale Union in Bayern	CSU
256983	Ms	Jessika	Van Leeuwen			female	Pa�ses Bajos		1981-09-10^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/256983.jpg	mailto:jessika.vanleeuwen@europarl.europa.eu		https://x.com/jessikavanlee24			Pa�ses Bajos	Grupo del Partido Popular Europeo	https://www.instagram.com/jessikavanleeuwen/	https://data.europarl.europa.eu/person/256983		
256980	Ms	Alexandra	Mehnert			female	Alemania	Magdeburg	1974-08-06^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/256980.jpg	mailto:alexandra.mehnert@europarl.europa.eu			https://www.facebook.com/mehnert.europa/		Alemania	Grupo del Partido Popular Europeo	https://www.instagram.com/mehnert.europa/	https://data.europarl.europa.eu/person/256980	Christlich Demokratische Union Deutschlands	CDU
256989	Mr	Fidias	Panayiotou	???????	??????????	male	Chipre	Lefkosia	2000-04-10^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/256989.jpg	mailto:fidias.panayiotou@europarl.europa.eu		https://x.com/fidias0	https://www.facebook.com/fidias0/		Chipre	Miembro no adscrito	https://www.instagram.com/fidias0	https://data.europarl.europa.eu/person/256989	Independiente	IND
256999	Ms	Rosa	Serrano Sierra			female	Espa�a				https://www.europarl.europa.eu/mepphoto/256999.jpg	mailto:rosa.serranosierra@europarl.europa.eu		https://x.com/rmserranos			Espa�a	Grupo de la Alianza Progresista de Socialistas y Dem�cratas		https://data.europarl.europa.eu/person/256999	Partido Socialista Obrero Espa�ol	PSOE
257002	Mr	Jos�	Cepeda			male	Espa�a	Ciudad Real	1968-07-19^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/257002.jpg	mailto:jose.cepeda@europarl.europa.eu	"https://bsky.app/profile/josecepeda.bsky.social; https://josecepeda.eu/"	https://x.com/cepeda?s=11	https://www.facebook.com/share/18p9zjLLhL/?mibextid=wwXIfr		Espa�a	Grupo de la Alianza Progresista de Socialistas y Dem�cratas	https://www.instagram.com/josecepedaeu?igsh=dDZldGJidzNuMmZ5	https://data.europarl.europa.eu/person/257002	Partido Socialista Obrero Espa�ol	PSOE
257022	Ms	Nora	Junco Garc�a			female	Espa�a				https://www.europarl.europa.eu/mepphoto/257022.jpg	"mailto:nora.juncogarcia@europarl.europa.eu; mailto:nora.junco@europarl.europa.eu"					Espa�a	"Grupo de los Conservadores y Reformistas Europeos; Miembro no adscrito"		https://data.europarl.europa.eu/person/257022	Se Acab� la Fiesta	SALF
257025	Mr	Kristoffer	Storm			male	Dinamarca	Hiller�d	1989-01-26^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/257025.jpg	mailto:kristoffer.storm@europarl.europa.eu		https://x.com/kristofferstorm	https://www.facebook.com/KristofferHjortStorm/		Dinamarca	Grupo de los Conservadores y Reformistas Europeos	https://www.instagram.com/kristofferhjortstorm/	https://data.europarl.europa.eu/person/257025	Danmarksdemokraterne-Inger St�jberg	D-IS
257035	Ms	Alma	Ezcurra Almansa			female	Espa�a	Madrid	1986-12-11^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/257035.jpg	mailto:alma.ezcurra@europarl.europa.eu		"https://www.twitter.com/ALMA_EZCURRA/; https://x.com/alma_ezcurra"			Espa�a	Grupo del Partido Popular Europeo		https://data.europarl.europa.eu/person/257035	Partido Popular	PP
257038	Ms	Sigrid	Friis			female	Dinamarca	Hiller�d	1994-10-20^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/257038.jpg	mailto:sigrid.friis@europarl.europa.eu	https://www.radikale.dk/mennesker/sigrid-friis/	https://x.com/sigridfriis	https://www.facebook.com/SigridFriis.RadikaleVenstre/		Dinamarca	Grupo Renovar Europa	https://www.instagram.com/sigridfriis_/	https://data.europarl.europa.eu/person/257038	Radikale Venstre	RV
257040	Mr	Nicol�s	Pascual de la Parte			male	Espa�a				https://www.europarl.europa.eu/mepphoto/257040.jpg	mailto:nicolas.pascualdelaparte@europarl.europa.eu		https://x.com/MEPNicolas			Espa�a	Grupo del Partido Popular Europeo	https://www.instagram.com/nicolaspascualdelaparte/	https://data.europarl.europa.eu/person/257040	Partido Popular	PP
256934	Mr	Daniel	Attard			male	Malta	Pieta	1992-04-18^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/256934.jpg	mailto:daniel.attard@europarl.europa.eu			https://www.facebook.com/AttardDa		Malta	Grupo de la Alianza Progresista de Socialistas y Dem�cratas	https://www.instagram.com/daniel__attard	https://data.europarl.europa.eu/person/256934		
256936	Mr	Thomas	Bajada			male	Malta	VICTORIA	1994-06-13^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/256936.jpg	mailto:thomas.bajada@europarl.europa.eu					Malta	Grupo de la Alianza Progresista de Socialistas y Dem�cratas		https://data.europarl.europa.eu/person/256936		
256946	Ms	Christine	Singer			female	Alemania				https://www.europarl.europa.eu/mepphoto/256946.jpg	mailto:christine.singer@europarl.europa.eu					Alemania	Grupo Renovar Europa		https://data.europarl.europa.eu/person/256946	Freie W�hler	Freie W�hler
256955	Ms	Maria	Zacharia	?????	???????	female	Grecia	Athens			https://www.europarl.europa.eu/mepphoto/256955.jpg	mailto:maria.zacharia@europarl.europa.eu					Grecia	Miembro no adscrito		https://data.europarl.europa.eu/person/256955	Plefsi Eleftherias	PE
256956	Ms	Galato	Alexandraki	??????	???????????	female	Grecia				https://www.europarl.europa.eu/mepphoto/256956.jpg	mailto:galato.alexandraki@europarl.europa.eu					Grecia	Grupo de los Conservadores y Reformistas Europeos		https://data.europarl.europa.eu/person/256956	Ellinik� L�si	EL
256966	Mr	Michael	von der Schulenburg			male	Alemania	Munich	1948-10-16^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/256966.jpg	mailto:michael.vonderschulenburg@europarl.europa.eu					Alemania	Miembro no adscrito		https://data.europarl.europa.eu/person/256966	B�ndnis Sahra Wagenknecht - Vernunft und Gerechtigkeit	BSW
256979	Mr	Oliver	Schenk			male	Alemania	Dachau	1968-08-14^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/256979.jpg	mailto:oliver.schenk@europarl.europa.eu	https://www.oliver-schenk.de/	https://x.com/oliverdd?lang=de	https://www.facebook.com/oliverschenk.eu/		Alemania	Grupo del Partido Popular Europeo	https://www.instagram.com/oliverschenk_eu/	https://data.europarl.europa.eu/person/256979	Christlich Demokratische Union Deutschlands	CDU
256985	Mr	Michalis	Hadjipantela	???????	????????????	male	Chipre				https://www.europarl.europa.eu/mepphoto/256985.jpg	mailto:michael.hadjipantela@europarl.europa.eu	https://www.hadjipantela.com/el/	https://x.com/hadjipantela	https://www.facebook.com/HadjipantelaMichalis/		Chipre	Grupo del Partido Popular Europeo	https://www.instagram.com/michalish1/	https://data.europarl.europa.eu/person/256985	Dimokratik�s Sinagerm�s	DISY
256994	Ms	Idoia	Mendia			female	Espa�a				https://www.europarl.europa.eu/mepphoto/256994.jpg	mailto:idoia.mendia@europarl.europa.eu	https://bsky.app/profile/idoiamendia.bsky.social	https://x.com/idoiamendia			Espa�a	Grupo de la Alianza Progresista de Socialistas y Dem�cratas	https://www.instagram.com/IdoiaMendia/	https://data.europarl.europa.eu/person/256994	Partido Socialista Obrero Espa�ol	PSOE
256998	Ms	Rachel	Blom			female	Pa�ses Bajos	Rotterdam	1987-10-07^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/256998.jpg	mailto:rachel.blom@europarl.europa.eu					Pa�ses Bajos	Grupo Patriotas por Europa		https://data.europarl.europa.eu/person/256998		
257007	Mr	Erik	Kali?�k			male	Eslovaquia	Bratislava	1991-09-09^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/257007.jpg	mailto:erik.kalinak@europarl.europa.eu					Eslovaquia	Miembro no adscrito		https://data.europarl.europa.eu/person/257007	Smer - soci�lna demokracia	SSD
257018	Mr	Branislav	Ondru�			male	Eslovaquia	Levo?a	1973-03-28^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/257018.jpg	mailto:branislav.ondrus@europarl.europa.eu					Eslovaquia	Miembro no adscrito		https://data.europarl.europa.eu/person/257018	Hlas � soci�lna demokracia	HSD
257031	Mr	Dariusz	Jo?ski			male	Polonia	?�d?	1979-01-12^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/257031.jpg	mailto:dariusz.jonski@europarl.europa.eu	https://dariuszjonski.eu	https://x.com/dariusz_jonski	https://www.facebook.com/dariusz.jonski.7/?locale=pl_PL		Polonia	Grupo del Partido Popular Europeo	https://www.instagram.com/dariuszjonski/	https://data.europarl.europa.eu/person/257031		
257037	Mr	Micha?	Kobosko			male	Polonia	Warszawa	1968-04-15^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/257037.jpg	mailto:michal.kobosko@europarl.europa.eu	https://michalkobosko.pl/	https://x.com/michalkobosko	https://www.facebook.com/michalkoboskoofficial/?locale=pl_PL		Polonia	Grupo Renovar Europa	https://www.instagram.com/michalkobosko/?hl=en	https://data.europarl.europa.eu/person/257037		
256929	Mr	Ren�	Aust			male	Alemania	Luedinghausen	1987-04-24^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/256929.jpg	mailto:rene.aust@europarl.europa.eu	https://www.reneaust.eu/	https://x.com/Rene_Aust?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor	https://www.facebook.com/ReneAustAfD/		Alemania	Grupo Europa de las Naciones Soberanas	https://www.instagram.com/reneaust.afd/?hl=de	https://data.europarl.europa.eu/person/256929	Alternative f�r Deutschland	AfD
256939	Mr	Thomas	Geisel			male	Alemania	ELLWANGEN	1963-10-26^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/256939.jpg	mailto:thomas.geisel@europarl.europa.eu					Alemania	Miembro no adscrito		https://data.europarl.europa.eu/person/256939	B�ndnis Sahra Wagenknecht - Vernunft und Gerechtigkeit	BSW
256942	Mr	Marc	Jongen			male	Alemania	Merano	1968-05-23^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/256942.jpg	mailto:marc.jongen@europarl.europa.eu					Alemania	Grupo Europa de las Naciones Soberanas		https://data.europarl.europa.eu/person/256942	Alternative f�r Deutschland	AfD
256945	Ms	Irmhild	Bo�dorf			female	Alemania				https://www.europarl.europa.eu/mepphoto/256945.jpg	mailto:irmhild.bossdorf@europarl.europa.eu					Alemania	Grupo Europa de las Naciones Soberanas		https://data.europarl.europa.eu/person/256945	Alternative f�r Deutschland	AfD
256950	Mr	Dimitris	Tsiodras	????????	????????	male	Grecia				https://www.europarl.europa.eu/mepphoto/256950.jpg	mailto:dimitrios.tsiodras@europarl.europa.eu		https://x.com/DTsiodras			Grecia	Grupo del Partido Popular Europeo	https://www.instagram.com/tsiodras_dimitris/	https://data.europarl.europa.eu/person/256950	N�a Dimokrat�a	ND
256970	Ms	Raquel	Garc�a Hermida-Van Der Walle			female	Pa�ses Bajos	Madrid	1983-05-28^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/256970.jpg	mailto:raquel.garciahermida-vanderwalle@europarl.europa.eu		https://x.com/RaquelGarciaHer		https://www.facebook.com/RaquelGarciaD66/	Pa�ses Bajos	Grupo Renovar Europa	https://www.instagram.com/raquelineuropa/	https://data.europarl.europa.eu/person/256970		
256977	Ms	Andrea	Wechsler			female	Alemania				https://www.europarl.europa.eu/mepphoto/256977.jpg	mailto:andrea.wechsler@europarl.europa.eu		https://x.com/andreawechsler			Alemania	Grupo del Partido Popular Europeo	https://www.instagram.com/wechsler_andrea/	https://data.europarl.europa.eu/person/256977	Christlich Demokratische Union Deutschlands	CDU
256981	Mr	Ton	Diepeveen			male	Pa�ses Bajos	Veenendaal	1957-08-27^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/256981.jpg	mailto:ton.diepeveen@europarl.europa.eu					Pa�ses Bajos	Grupo Patriotas por Europa		https://data.europarl.europa.eu/person/256981		
256991	Mr	Sebastiaan	St�teler			male	Pa�ses Bajos	Almelo			https://www.europarl.europa.eu/mepphoto/256991.jpg	mailto:sebastiaan.stoteler@europarl.europa.eu		https://x.com/stoteler_pvv			Pa�ses Bajos	Grupo Patriotas por Europa		https://data.europarl.europa.eu/person/256991		
256993	Ms	Leire	Paj�n			female	Espa�a	San Sebasti�n	1976-09-16^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/256993.jpg	mailto:leire.pajiniraola@europarl.europa.eu					Espa�a	Grupo de la Alianza Progresista de Socialistas y Dem�cratas		https://data.europarl.europa.eu/person/256993	Partido Socialista Obrero Espa�ol	PSOE
256996	Mr	Sebastian	Kruis			male	Pa�ses Bajos	Medell�n	1989-08-04^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/256996.jpg	mailto:sebastian.kruis@europarl.europa.eu					Pa�ses Bajos	Grupo Patriotas por Europa		https://data.europarl.europa.eu/person/256996		
257011	Ms	Lucia	Yar			female	Eslovaquia	Snina	1987-05-15^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/257011.jpg	mailto:lucia.yar@europarl.europa.eu	"https://bsky.app/profile/luciayar.bsky.social; https://luciayar.sk/"	https://twitter.com/lucia_yar?lang=en	https://www.facebook.com/luciayar.eu.official		Eslovaquia	Grupo Renovar Europa	https://www.instagram.com/lucia_yar?igsh=bHZ0OWE2dXhwcHFl&utm_source=qr	https://data.europarl.europa.eu/person/257011	Progres�vne Slovensko	PS
257013	Ms	?ubica	Karva�ov�			female	Eslovaquia				https://www.europarl.europa.eu/mepphoto/257013.jpg	mailto:lubica.karvasova@europarl.europa.eu	https://progresivne.sk/kandidatka/lubica-karvasova/?europoslanec	https://twitter.com/lubicakarvasova?s=11	https://www.facebook.com/karvasovalubica		Eslovaquia	Grupo Renovar Europa	https://www.instagram.com/lubicakarvasova/	https://data.europarl.europa.eu/person/257013	Progres�vne Slovensko	PS
257016	Mr	Vicent	Marz� Ib��ez			male	Espa�a	Castell� de la Plana	1983-03-03^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/257016.jpg	mailto:vicent.marzaibanez@europarl.europa.eu					Espa�a	Grupo de Los Verdes/Alianza Libre Europea		https://data.europarl.europa.eu/person/257016	Coalici�n Sumar	Sumar
257024	Ms	Mireia	Borr�s Pab�n			female	Espa�a	Madrid	1986-10-14^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/257024.jpg	mailto:mireia.borras@europarl.europa.eu		https://twitter.com/_mireiaborras/status/1786708088570929481			Espa�a	Grupo Patriotas por Europa	https://www.instagram.com/mireia.borras/?hl=es	https://data.europarl.europa.eu/person/257024	Vox	Vox
257034	Ms	Carmen	Crespo D�az			female	Espa�a				https://www.europarl.europa.eu/mepphoto/257034.jpg	mailto:mariacarmen.crespodiaz@europarl.europa.eu		https://x.com/carmencrespopp			Espa�a	Grupo del Partido Popular Europeo	https://www.instagram.com/carmencrespo.diaz/	https://data.europarl.europa.eu/person/257034	Partido Popular	PP
257044	Mr	Rasmus	Nordqvist			male	Dinamarca	Copenhagen	1975-07-18^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/257044.jpg	mailto:rasmus.nordqvist@europarl.europa.eu					Dinamarca	Grupo de Los Verdes/Alianza Libre Europea		https://data.europarl.europa.eu/person/257044	Socialistik Folkeparti	SF
256943	Ms	Eleonora	Meleti	????????	??????	female	Grecia				https://www.europarl.europa.eu/mepphoto/256943.jpg	mailto:eleonora.meleti@europarl.europa.eu					Grecia	Grupo del Partido Popular Europeo	https://www.instagram.com/nonoram/	https://data.europarl.europa.eu/person/256943	N�a Dimokrat�a	ND
256954	Ms	Afroditi	Latinopoulou	????????	????????????	female	Grecia				https://www.europarl.europa.eu/mepphoto/256954.jpg	mailto:afroditi.latinopoulou@europarl.europa.eu	https://fonilogikis.gr/	https://x.com/latinopoulou	https://www.facebook.com/latinopoulouafroditi/		Grecia	Grupo Patriotas por Europa	https://www.instagram.com/a.latinopoulou/	https://data.europarl.europa.eu/person/256954	Foni Logikis	FL
256962	Mr	Joachim	Streit			male	Alemania				https://www.europarl.europa.eu/mepphoto/256962.jpg	mailto:joachim.streit@europarl.europa.eu			https://www.facebook.com/JoachimStreit21		Alemania	Grupo Renovar Europa	https://www.instagram.com/joachimstreit?igsh=NzFxaDFkbjR1NHp1&utm_source=qr	https://data.europarl.europa.eu/person/256962	Freie W�hler	Freie W�hler
256971	Mr	Lukas	Sieper			male	Alemania	Bergisch Gladbach	1997-03-22^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/256971.jpg	mailto:lukas.sieper@europarl.europa.eu	https://partei-des-fortschritts.de/	https://x.com/lukassieperMdEP	https://www.facebook.com/people/Lukas-Sieper/pfbid036GhTzbrUm9w1pSrrdC9ddWE8es1VuyQqPHyb5WXj6PBthfP5GppehPVnW3Nmqih7l/		Alemania	Miembro no adscrito	https://www.instagram.com/lukas_sieper/	https://data.europarl.europa.eu/person/256971	Partei des Fortschritts	PdF
256968	Ms	Ingeborg	Ter Laak			female	Pa�ses Bajos	Gouda	1973-02-18^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/256968.jpg	mailto:ingeborg.terlaak@europarl.europa.eu		https://x.com/ingeborgterlaak			Pa�ses Bajos	Grupo del Partido Popular Europeo	https://www.instagram.com/iterlaak/	https://data.europarl.europa.eu/person/256968		
256978	Mr	Reinier	Van Lanschot			male	Pa�ses Bajos	Saint-Germain-en-Laye	1989-09-07^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/256978.jpg	mailto:reinier.vanlanschot@europarl.europa.eu		https://x.com/rlanschot	https://www.facebook.com/reiniervanlanschot.volt		Pa�ses Bajos	Grupo de Los Verdes/Alianza Libre Europea	https://www.instagram.com/reiniervanlanschot/	https://data.europarl.europa.eu/person/256978		
256997	Ms	Sandra	G�mez L�pez			female	Espa�a	Valencia	1985-07-23^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/256997.jpg	mailto:sandra.gomezlopez@europarl.europa.eu		https://x.com/sangomezlopez?lang=bn	https://www.facebook.com/gomezlopezsandra/		Espa�a	Grupo de la Alianza Progresista de Socialistas y Dem�cratas	https://www.instagram.com/sandra.gomez.lopez/?hl=es	https://data.europarl.europa.eu/person/256997	Partido Socialista Obrero Espa�ol	PSOE
257005	Mr	?ubo�	Blaha			male	Eslovaquia	Bratislava	1979-12-07^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/257005.jpg	mailto:lubos.blaha@europarl.europa.eu					Eslovaquia	Miembro no adscrito		https://data.europarl.europa.eu/person/257005	Smer - soci�lna demokracia	SSD
257014	Ms	Veronika	Cifrov� Ostriho?ov�			female	Eslovaquia	Bratislava	1989-02-03^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/257014.jpg	mailto:veronika.ostrihonova@europarl.europa.eu		https://x.com/veronikacifrova?s=21&t=ghjIPvI9G-7HJnuAj6ddVA			Eslovaquia	Grupo Renovar Europa	https://www.instagram.com/veronikaostrihonova/	https://data.europarl.europa.eu/person/257014	Progres�vne Slovensko	PS
257030	Mr	Ra�l	de la Hoz Quintano			male	Espa�a	Palencia			https://www.europarl.europa.eu/mepphoto/257030.jpg	mailto:raul.delahoz@europarl.europa.eu		https://x.com/raulhoz?s=11	https://www.facebook.com/raulhozquintano		Espa�a	Grupo del Partido Popular Europeo	https://www.instagram.com/raulhozquintano?igsh=MWh6dm8yYTVoMHVlZQ==	https://data.europarl.europa.eu/person/257030	Partido Popular	PP
257033	Mr	Niels Flemming	Hansen			male	Dinamarca	Vejle	1974-05-16^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/257033.jpg	mailto:niels.hansen@europarl.europa.eu		https://x.com/nielsflemming01			Dinamarca	Grupo del Partido Popular Europeo	https://www.instagram.com/nielsflemming_kons/	https://data.europarl.europa.eu/person/257033	Det Konservative Folkeparti	DKF
257043	Ms	Maravillas	Abad�a Jover			female	Espa�a	Murcia	1981-12-08^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/257043.jpg	mailto:maravillas.abadiajover@europarl.europa.eu		https://x.com/mabadiajover			Espa�a	Grupo del Partido Popular Europeo		https://data.europarl.europa.eu/person/257043	Partido Popular	PP
256938	Mr	Tobias	Cremer			male	Alemania	Bochum	1992-06-30^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/256938.jpg	mailto:tobias.cremer@europarl.europa.eu					Alemania	Grupo de la Alianza Progresista de Socialistas y Dem�cratas		https://data.europarl.europa.eu/person/256938	Sozialdemokratische Partei Deutschlands	SPD
