mep_identifier,mep_honorific_prefix,mep_given_name,mep_family_name,mep_official_given_name,mep_official_family_name,mep_gender,mep_citizenship,mep_place_of_birth,mep_birthday,mep_death_date,mep_image,mep_email,mep_homepage,mep_twitter,mep_facebook_page,mep_facebook_profile,mep_country_of_representation,mep_political_group,mep_instagram,mep_URI
257038,Ms,Sigrid,Friis,,,female,Denmark,Hillerød,1994-10-20^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/257038.jpg,mailto:sigrid.friis@europarl.europa.eu,https://www.radikale.dk/mennesker/sigrid-friis/,https://x.com/sigridfriis,https://www.facebook.com/SigridFriis.RadikaleVenstre/,,Denmark,Renew Europe Group,https://www.instagram.com/sigridfriis_/,https://data.europarl.europa.eu/person/257038
257040,Mr,Nicolás,Pascual de la Parte,,,male,Spain,,,,https://www.europarl.europa.eu/mepphoto/257040.jpg,mailto:nicolas.pascualdelaparte@europarl.europa.eu,,https://x.com/MEPNicolas,,,Spain,Group of the European People's Party (Christian Democrats),https://www.instagram.com/nicolaspascualdelaparte/,https://data.europarl.europa.eu/person/257040
256934,Mr,Daniel,Attard,,,male,Malta,Pieta,1992-04-18^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256934.jpg,mailto:daniel.attard@europarl.europa.eu,,,https://www.facebook.com/AttardDa,,Malta,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,https://www.instagram.com/daniel__attard,https://data.europarl.europa.eu/person/256934
256936,Mr,Thomas,Bajada,,,male,Malta,VICTORIA,1994-06-13^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256936.jpg,mailto:thomas.bajada@europarl.europa.eu,,,,,Malta,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,,https://data.europarl.europa.eu/person/256936
256946,Ms,Christine,Singer,,,female,Germany,,,,https://www.europarl.europa.eu/mepphoto/256946.jpg,mailto:christine.singer@europarl.europa.eu,,,,,Germany,Renew Europe Group,,https://data.europarl.europa.eu/person/256946
256955,Ms,Maria,Zacharia,Μαρία,Ζαχαρία,female,Greece,Athens,,,https://www.europarl.europa.eu/mepphoto/256955.jpg,mailto:maria.zacharia@europarl.europa.eu,,,,,Greece,Non-attached Members,,https://data.europarl.europa.eu/person/256955
256956,Ms,Galato,Alexandraki,Γαλάτω,Αλεξανδράκη,female,Greece,,,,https://www.europarl.europa.eu/mepphoto/256956.jpg,mailto:galato.alexandraki@europarl.europa.eu,,,,,Greece,European Conservatives and Reformists Group,,https://data.europarl.europa.eu/person/256956
256966,Mr,Michael,von der Schulenburg,,,male,Germany,Munich,1948-10-16^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256966.jpg,mailto:michael.vonderschulenburg@europarl.europa.eu,,,,,Germany,Non-attached Members,,https://data.europarl.europa.eu/person/256966
256979,Mr,Oliver,Schenk,,,male,Germany,Dachau,1968-08-14^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256979.jpg,mailto:oliver.schenk@europarl.europa.eu,https://www.oliver-schenk.de/,https://x.com/oliverdd?lang=de,https://www.facebook.com/oliverschenk.eu/,,Germany,Group of the European People's Party (Christian Democrats),https://www.instagram.com/oliverschenk_eu/,https://data.europarl.europa.eu/person/256979
256985,Mr,Michalis,Hadjipantela,Μιχάλης,Χατζηπαντέλα,male,Cyprus,,,,https://www.europarl.europa.eu/mepphoto/256985.jpg,mailto:michael.hadjipantela@europarl.europa.eu,https://www.hadjipantela.com/el/,https://x.com/hadjipantela,https://www.facebook.com/HadjipantelaMichalis/,,Cyprus,Group of the European People's Party (Christian Democrats),https://www.instagram.com/michalish1/,https://data.europarl.europa.eu/person/256985
256994,Ms,Idoia,Mendia,,,female,Spain,,,,https://www.europarl.europa.eu/mepphoto/256994.jpg,mailto:idoia.mendia@europarl.europa.eu,https://bsky.app/profile/idoiamendia.bsky.social,https://x.com/idoiamendia,,,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,https://www.instagram.com/IdoiaMendia/,https://data.europarl.europa.eu/person/256994
256998,Ms,Rachel,Blom,,,female,Netherlands,Rotterdam,1987-10-07^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256998.jpg,mailto:rachel.blom@europarl.europa.eu,,,,,Netherlands,Patriots for Europe Group,,https://data.europarl.europa.eu/person/256998
257007,Mr,Erik,Kaliňák,,,male,Slovakia,Bratislava,1991-09-09^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/257007.jpg,mailto:erik.kalinak@europarl.europa.eu,,,,,Slovakia,Non-attached Members,,https://data.europarl.europa.eu/person/257007
257018,Mr,Branislav,Ondruš,,,male,Slovakia,Levoča,1973-03-28^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/257018.jpg,mailto:branislav.ondrus@europarl.europa.eu,,,,,Slovakia,Non-attached Members,,https://data.europarl.europa.eu/person/257018
257031,Mr,Dariusz,Joński,,,male,Poland,Łódź,1979-01-12^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/257031.jpg,mailto:dariusz.jonski@europarl.europa.eu,https://dariuszjonski.eu,https://x.com/dariusz_jonski,https://www.facebook.com/dariusz.jonski.7/?locale=pl_PL,,Poland,Group of the European People's Party (Christian Democrats),https://www.instagram.com/dariuszjonski/,https://data.europarl.europa.eu/person/257031
257037,Mr,Michał,Kobosko,,,male,Poland,Warszawa,1968-04-15^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/257037.jpg,mailto:michal.kobosko@europarl.europa.eu,https://michalkobosko.pl/,https://x.com/michalkobosko,https://www.facebook.com/michalkoboskoofficial/?locale=pl_PL,,Poland,Renew Europe Group,https://www.instagram.com/michalkobosko/?hl=en,https://data.europarl.europa.eu/person/257037
256929,Mr,René,Aust,,,male,Germany,Luedinghausen,1987-04-24^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256929.jpg,mailto:rene.aust@europarl.europa.eu,https://www.reneaust.eu/,https://x.com/Rene_Aust?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://www.facebook.com/ReneAustAfD/,,Germany,Europe of Sovereign Nations Group,https://www.instagram.com/reneaust.afd/?hl=de,https://data.europarl.europa.eu/person/256929
256939,Mr,Thomas,Geisel,,,male,Germany,ELLWANGEN,1963-10-26^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256939.jpg,mailto:thomas.geisel@europarl.europa.eu,,,,,Germany,Non-attached Members,,https://data.europarl.europa.eu/person/256939
256942,Mr,Marc,Jongen,,,male,Germany,Merano,1968-05-23^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256942.jpg,mailto:marc.jongen@europarl.europa.eu,,,,,Germany,Europe of Sovereign Nations Group,,https://data.europarl.europa.eu/person/256942
256945,Ms,Irmhild,Boßdorf,,,female,Germany,,,,https://www.europarl.europa.eu/mepphoto/256945.jpg,mailto:irmhild.bossdorf@europarl.europa.eu,,,,,Germany,Europe of Sovereign Nations Group,,https://data.europarl.europa.eu/person/256945
256950,Mr,Dimitris,Tsiodras,Δημήτρης,Τσιόδρας,male,Greece,,,,https://www.europarl.europa.eu/mepphoto/256950.jpg,mailto:dimitrios.tsiodras@europarl.europa.eu,,https://x.com/DTsiodras,,,Greece,Group of the European People's Party (Christian Democrats),https://www.instagram.com/tsiodras_dimitris/,https://data.europarl.europa.eu/person/256950
256970,Ms,Raquel,García Hermida-Van Der Walle,,,female,Netherlands,Madrid,1983-05-28^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256970.jpg,mailto:raquel.garciahermida-vanderwalle@europarl.europa.eu,,https://x.com/RaquelGarciaHer,,https://www.facebook.com/RaquelGarciaD66/,Netherlands,Renew Europe Group,https://www.instagram.com/raquelineuropa/,https://data.europarl.europa.eu/person/256970
256977,Ms,Andrea,Wechsler,,,female,Germany,,,,https://www.europarl.europa.eu/mepphoto/256977.jpg,mailto:andrea.wechsler@europarl.europa.eu,,https://x.com/andreawechsler,,,Germany,Group of the European People's Party (Christian Democrats),https://www.instagram.com/wechsler_andrea/,https://data.europarl.europa.eu/person/256977
256981,Mr,Ton,Diepeveen,,,male,Netherlands,Veenendaal,1957-08-27^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256981.jpg,mailto:ton.diepeveen@europarl.europa.eu,,,,,Netherlands,Patriots for Europe Group,,https://data.europarl.europa.eu/person/256981
256991,Mr,Sebastiaan,Stöteler,,,male,Netherlands,Almelo,,,https://www.europarl.europa.eu/mepphoto/256991.jpg,mailto:sebastiaan.stoteler@europarl.europa.eu,,https://x.com/stoteler_pvv,,,Netherlands,Patriots for Europe Group,,https://data.europarl.europa.eu/person/256991
256993,Ms,Leire,Pajín,,,female,Spain,San Sebastián,1976-09-16^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256993.jpg,mailto:leire.pajiniraola@europarl.europa.eu,,,,,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,,https://data.europarl.europa.eu/person/256993
256996,Mr,Sebastian,Kruis,,,male,Netherlands,Medellín,1989-08-04^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256996.jpg,mailto:sebastian.kruis@europarl.europa.eu,,,,,Netherlands,Patriots for Europe Group,,https://data.europarl.europa.eu/person/256996
257011,Ms,Lucia,Yar,,,female,Slovakia,Snina,1987-05-15^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/257011.jpg,mailto:lucia.yar@europarl.europa.eu,https://bsky.app/profile/luciayar.bsky.social; https://luciayar.sk/,https://twitter.com/lucia_yar?lang=en,https://www.facebook.com/luciayar.eu.official,,Slovakia,Renew Europe Group,https://www.instagram.com/lucia_yar?igsh=bHZ0OWE2dXhwcHFl&utm_source=qr,https://data.europarl.europa.eu/person/257011
257013,Ms,Ľubica,Karvašová,,,female,Slovakia,,,,https://www.europarl.europa.eu/mepphoto/257013.jpg,mailto:lubica.karvasova@europarl.europa.eu,https://progresivne.sk/kandidatka/lubica-karvasova/?europoslanec,https://twitter.com/lubicakarvasova?s=11,https://www.facebook.com/karvasovalubica,,Slovakia,Renew Europe Group,https://www.instagram.com/lubicakarvasova/,https://data.europarl.europa.eu/person/257013
257016,Mr,Vicent,Marzà Ibáñez,,,male,Spain,Castelló de la Plana,1983-03-03^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/257016.jpg,mailto:vicent.marzaibanez@europarl.europa.eu,,,,,Spain,Group of the Greens/European Free Alliance,,https://data.europarl.europa.eu/person/257016
257024,Ms,Mireia,Borrás Pabón,,,female,Spain,Madrid,1986-10-14^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/257024.jpg,mailto:mireia.borras@europarl.europa.eu,,https://twitter.com/_mireiaborras/status/1786708088570929481,,,Spain,Patriots for Europe Group,https://www.instagram.com/mireia.borras/?hl=es,https://data.europarl.europa.eu/person/257024
257034,Ms,Carmen,Crespo Díaz,,,female,Spain,,,,https://www.europarl.europa.eu/mepphoto/257034.jpg,mailto:mariacarmen.crespodiaz@europarl.europa.eu,,https://x.com/carmencrespopp,,,Spain,Group of the European People's Party (Christian Democrats),https://www.instagram.com/carmencrespo.diaz/,https://data.europarl.europa.eu/person/257034
257044,Mr,Rasmus,Nordqvist,,,male,Denmark,Copenhagen,1975-07-18^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/257044.jpg,mailto:rasmus.nordqvist@europarl.europa.eu,,,,,Denmark,Group of the Greens/European Free Alliance,,https://data.europarl.europa.eu/person/257044
256943,Ms,Eleonora,Meleti,Ελεονώρα,Μελέτη,female,Greece,,,,https://www.europarl.europa.eu/mepphoto/256943.jpg,mailto:eleonora.meleti@europarl.europa.eu,,,,,Greece,Group of the European People's Party (Christian Democrats),https://www.instagram.com/nonoram/,https://data.europarl.europa.eu/person/256943
256954,Ms,Afroditi,Latinopoulou,Αφροδίτη,Λατινοπούλου,female,Greece,,,,https://www.europarl.europa.eu/mepphoto/256954.jpg,mailto:afroditi.latinopoulou@europarl.europa.eu,https://fonilogikis.gr/,https://x.com/latinopoulou,https://www.facebook.com/latinopoulouafroditi/,,Greece,Patriots for Europe Group,https://www.instagram.com/a.latinopoulou/,https://data.europarl.europa.eu/person/256954
256962,Mr,Joachim,Streit,,,male,Germany,,,,https://www.europarl.europa.eu/mepphoto/256962.jpg,mailto:joachim.streit@europarl.europa.eu,,,https://www.facebook.com/JoachimStreit21,,Germany,Renew Europe Group,https://www.instagram.com/joachimstreit?igsh=NzFxaDFkbjR1NHp1&utm_source=qr,https://data.europarl.europa.eu/person/256962
256971,Mr,Lukas,Sieper,,,male,Germany,Bergisch Gladbach,1997-03-22^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256971.jpg,mailto:lukas.sieper@europarl.europa.eu,https://partei-des-fortschritts.de/,https://x.com/lukassieperMdEP,https://www.facebook.com/people/Lukas-Sieper/pfbid036GhTzbrUm9w1pSrrdC9ddWE8es1VuyQqPHyb5WXj6PBthfP5GppehPVnW3Nmqih7l/,,Germany,Non-attached Members,https://www.instagram.com/lukas_sieper/,https://data.europarl.europa.eu/person/256971
256968,Ms,Ingeborg,Ter Laak,,,female,Netherlands,Gouda,1973-02-18^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256968.jpg,mailto:ingeborg.terlaak@europarl.europa.eu,,https://x.com/ingeborgterlaak,,,Netherlands,Group of the European People's Party (Christian Democrats),https://www.instagram.com/iterlaak/,https://data.europarl.europa.eu/person/256968
256978,Mr,Reinier,Van Lanschot,,,male,Netherlands,Saint-Germain-en-Laye,1989-09-07^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256978.jpg,mailto:reinier.vanlanschot@europarl.europa.eu,,https://x.com/rlanschot,https://www.facebook.com/reiniervanlanschot.volt,,Netherlands,Group of the Greens/European Free Alliance,https://www.instagram.com/reiniervanlanschot/,https://data.europarl.europa.eu/person/256978
256997,Ms,Sandra,Gómez López,,,female,Spain,Valencia,1985-07-23^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256997.jpg,mailto:sandra.gomezlopez@europarl.europa.eu,,https://x.com/sangomezlopez?lang=bn,https://www.facebook.com/gomezlopezsandra/,,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,https://www.instagram.com/sandra.gomez.lopez/?hl=es,https://data.europarl.europa.eu/person/256997
257005,Mr,Ľuboš,Blaha,,,male,Slovakia,Bratislava,1979-12-07^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/257005.jpg,mailto:lubos.blaha@europarl.europa.eu,,,,,Slovakia,Non-attached Members,,https://data.europarl.europa.eu/person/257005
257014,Ms,Veronika,Cifrová Ostrihoňová,,,female,Slovakia,Bratislava,1989-02-03^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/257014.jpg,mailto:veronika.ostrihonova@europarl.europa.eu,,https://x.com/veronikacifrova?s=21&t=ghjIPvI9G-7HJnuAj6ddVA,,,Slovakia,Renew Europe Group,https://www.instagram.com/veronikaostrihonova/,https://data.europarl.europa.eu/person/257014
257030,Mr,Raúl,de la Hoz Quintano,,,male,Spain,Palencia,,,https://www.europarl.europa.eu/mepphoto/257030.jpg,mailto:raul.delahoz@europarl.europa.eu,,https://x.com/raulhoz?s=11,https://www.facebook.com/raulhozquintano,,Spain,Group of the European People's Party (Christian Democrats),https://www.instagram.com/raulhozquintano?igsh=MWh6dm8yYTVoMHVlZQ==,https://data.europarl.europa.eu/person/257030
257033,Mr,Niels Flemming,Hansen,,,male,Denmark,Vejle,1974-05-16^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/257033.jpg,mailto:niels.hansen@europarl.europa.eu,,https://x.com/nielsflemming01,,,Denmark,Group of the European People's Party (Christian Democrats),https://www.instagram.com/nielsflemming_kons/,https://data.europarl.europa.eu/person/257033
257043,Ms,Maravillas,Abadía Jover,,,female,Spain,Murcia,1981-12-08^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/257043.jpg,mailto:maravillas.abadiajover@europarl.europa.eu,,https://x.com/mabadiajover,,,Spain,Group of the European People's Party (Christian Democrats),,https://data.europarl.europa.eu/person/257043
256938,Mr,Tobias,Cremer,,,male,Germany,Bochum,1992-06-30^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256938.jpg,mailto:tobias.cremer@europarl.europa.eu,,,,,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,,https://data.europarl.europa.eu/person/256938
256949,Mr,Siegbert Frank,Droese,,,male,Germany,Leipzig,1969-06-07^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256949.jpg,mailto:siegbert.droese@europarl.europa.eu,,,,,Germany,Europe of Sovereign Nations Group,,https://data.europarl.europa.eu/person/256949
256952,Mr,Nikos,Pappas,Νίκος,Παππάς,male,Greece,,,,https://www.europarl.europa.eu/mepphoto/256952.jpg,mailto:nikolaos.pappas@europarl.europa.eu,,,,,Greece,The Left group in the European Parliament - GUE/NGL,,https://data.europarl.europa.eu/person/256952
256965,Mr,Kai,Tegethoff,,,male,Germany,Köln,1984-07-19^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256965.jpg,mailto:kai.tegethoff@europarl.europa.eu,,,,https://www.facebook.com/kai.tegethoff.90,Germany,Group of the Greens/European Free Alliance,https://www.instagram.com/kaitegethoff/,https://data.europarl.europa.eu/person/256965
256974,Ms,Verena,Mertens,,,female,Germany,Salzkotten,1981-11-20^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256974.jpg,mailto:verena.mertens@europarl.europa.eu,https://www.verena-mertens.de/,,https://www.facebook.com/verena.mertens.owl,,Germany,Group of the European People's Party (Christian Democrats),https://www.instagram.com/verena_mertens_pb/,https://data.europarl.europa.eu/person/256974
256976,Ms,Brigitte,van den Berg,,,female,Netherlands,Heemskerk,1989-03-22^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256976.jpg,mailto:brigitte.vandenberg@europarl.europa.eu,https://www.brigittevandenberg.nl/,https://x.com/brigittevdberg,https://www.facebook.com/brigitte.vandenberg,,Netherlands,Renew Europe Group,https://www.instagram.com/brigittevdbergd66/?igsh=YmhjZ2Y1NW4wemk4&utm_source=qr,https://data.europarl.europa.eu/person/256976
256990,Ms,Anna,Strolenberg,,,female,Netherlands,Utrecht,1995-07-23^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256990.jpg,mailto:anna.strolenberg@europarl.europa.eu,https://blueskydirectory.com/profiles/annastrolenberg.volteuropa.org,,,,Netherlands,Group of the Greens/European Free Alliance,https://www.instagram.com/annastrolenberg/,https://data.europarl.europa.eu/person/256990
256992,Ms,Hana,Jalloul Muro,,,female,Spain,Zaragoza,1978-04-08^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256992.jpg,mailto:hana.jalloulmuro@europarl.europa.eu,,https://www.twitter.com/jalloul_hana,,,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,,https://data.europarl.europa.eu/person/256992
257003,Ms,Jeannette,Baljeu,,,female,Netherlands,,1967-08-07^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/257003.jpg,mailto:jeannette.baljeu@europarl.europa.eu; mailto:jeannettenicole.baljeu@europarl.europa.eu,,,,,Netherlands,Renew Europe Group,,https://data.europarl.europa.eu/person/257003
257010,Mr,Ľudovít,Ódor,,,male,Slovakia,Komárno,1976-07-02^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/257010.jpg,mailto:ludovit.odor@europarl.europa.eu,,,,,Slovakia,Renew Europe Group,,https://data.europarl.europa.eu/person/257010
257039,Ms,Elena,Nevado del Campo,,,female,Spain,Cáceres,1967-01-26^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/257039.jpg,mailto:elena.nevadodelcampo@europarl.europa.eu,,https://x.com/nevado_campo,,,Spain,Group of the European People's Party (Christian Democrats),https://www.instagram.com/elenanevadodc/,https://data.europarl.europa.eu/person/257039
257045,Mr,Michał,Wawrykiewicz,,,male,Poland,Warszawa,1971-05-11^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/257045.jpg,mailto:michal.wawrykiewicz@europarl.europa.eu,,https://x.com/micwawrykiewicz?lang=en,https://www.facebook.com/MichalWawrykiewicz/,,Poland,Group of the European People's Party (Christian Democrats),https://www.instagram.com/michal.wawrykiewicz/?hl=en,https://data.europarl.europa.eu/person/257045
256937,Ms,Vivien,Costanzo,,,female,Germany,HEPPENHEIM,1990-02-06^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256937.jpg,mailto:vivien.costanzo@europarl.europa.eu,,,,,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,,https://data.europarl.europa.eu/person/256937
256947,Mr,Fredis,Beleris,Φρέντης,Μπελέρης,male,Greece,Himarë,1972-08-09^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256947.jpg,mailto:fredis.beleris@europarl.europa.eu,,https://x.com/fredisbeleris,,,Greece,Group of the European People's Party (Christian Democrats),,https://data.europarl.europa.eu/person/256947
257105,Ms,Roxana,Mînzatu,,,female,Romania,Brasov,1980-04-01^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/257105.jpg,,,,,,Romania,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,,https://data.europarl.europa.eu/person/257105
257118,Mr,Luis-Vicențiu,Lazarus,,,male,Romania,,1967-03-12^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/257118.jpg,mailto:luis.lazarus@europarl.europa.eu,,,,,Romania,Non-attached Members,,https://data.europarl.europa.eu/person/257118
257124,Mr,Giuseppe,Lupo,,,male,Italy,Palermo,1966-03-18^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/257124.jpg,mailto:giuseppe.lupo@europarl.europa.eu,,https://x.com/giuseppelupopd?s=21,https://www.facebook.com/GiuseppeLupoSicilia,,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,https://www.instagram.com/giuseppelupopd?igsh=MW9naXhrbnFrbzhjZQ%3D%3D&utm_source=qr,https://data.europarl.europa.eu/person/257124
257129,Mr,Mimmo,Lucano,,,male,Italy,Melito Porto Salvo,1958-05-31^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/257129.jpg,mailto:domenico.lucano@europarl.europa.eu,,,,,Italy,The Left group in the European Parliament - GUE/NGL,,https://data.europarl.europa.eu/person/257129
257139,Ms,Benedetta,Scuderi,,,female,Italy,Agropoli,1991-09-08^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/257139.jpg,mailto:benedetta.scuderi@europarl.europa.eu,,,,,Italy,Group of the Greens/European Free Alliance,,https://data.europarl.europa.eu/person/257139
257140,Ms,Carolina,Morace,,,female,Italy,Venezia,1964-02-05^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/257140.jpg,mailto:carolina.morace@europarl.europa.eu,,https://www.twitter.com/CarolinaMorace,,,Italy,The Left group in the European Parliament - GUE/NGL,,https://data.europarl.europa.eu/person/257140
257125,Mr,Roberto,Vannacci,,,male,Italy,LA SPEZIA,1968-10-20^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/257125.jpg,mailto:roberto.vannacci@europarl.europa.eu,,,,,Italy,Patriots for Europe Group,,https://data.europarl.europa.eu/person/257125
257133,Mr,Pasquale,Tridico,,,male,Italy,Scala Coeli,1975-09-21^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/257133.jpg,mailto:pasquale.tridico@europarl.europa.eu,https://jmcelawesre.uniroma3.it/team/; https://www.pasqualetridico.it/,,,,Italy,The Left group in the European Parliament - GUE/NGL,,https://data.europarl.europa.eu/person/257133
257113,Ms,Antonella,Sberna,,,female,Italy,Roma,1982-01-11^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/257113.jpg,mailto:antonella.sberna@europarl.europa.eu,,,,,Italy,European Conservatives and Reformists Group,,https://data.europarl.europa.eu/person/257113
257127,Ms,Ilaria,Salis,,,female,Italy,,,,https://www.europarl.europa.eu/mepphoto/257127.jpg,mailto:ilaria.salis@europarl.europa.eu,,,,,Italy,The Left group in the European Parliament - GUE/NGL,,https://data.europarl.europa.eu/person/257127
257144,Mr,Paolo,Inselvini,,,male,Italy,Brescia,1994-10-05^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/257144.jpg,mailto:paolo.inselvini@europarl.europa.eu,,,https://www.facebook.com/paoloinse,,Italy,European Conservatives and Reformists Group,https://www.instagram.com/paoloinselvini_/,https://data.europarl.europa.eu/person/257144
257063,Ms,Catarina,Martins,,,female,Portugal,Porto,1973-09-07^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/257063.jpg,mailto:catarina.martins@europarl.europa.eu,,,,,Portugal,The Left group in the European Parliament - GUE/NGL,,https://data.europarl.europa.eu/person/257063
257083,Mr,João,Oliveira,,,male,Portugal,Évora,1979-07-09^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/257083.jpg,mailto:joao.oliveira@europarl.europa.eu,,,,,Portugal,The Left group in the European Parliament - GUE/NGL,,https://data.europarl.europa.eu/person/257083
257049,Ms,Mirosława,Nykiel,,,female,Poland,,,,https://www.europarl.europa.eu/mepphoto/257049.jpg,mailto:miroslawa.nykiel@europarl.europa.eu,,https://x.com/MiroslawaNykiel,,,Poland,Group of the European People's Party (Christian Democrats),https://www.instagram.com/nykiel_miroslawa/,https://data.europarl.europa.eu/person/257049
257059,Mr,Bruno,Gonçalves,,,male,Portugal,,1996-12-27^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/257059.jpg,mailto:bruno.goncalves@europarl.europa.eu,,https://x.com/brunog2504,,,Portugal,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,https://www.instagram.com/brunogoncalvesb/,https://data.europarl.europa.eu/person/257059
257062,Mr,Stanisław,Tyszka,,,male,Poland,Warszawa,1979-04-11^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/257062.jpg,mailto:stanislaw.tyszka@europarl.europa.eu,,,,,Poland,Europe of Sovereign Nations Group,,https://data.europarl.europa.eu/person/257062
257064,Ms,Anna,Bryłka,,,female,Poland,Koło,,,https://www.europarl.europa.eu/mepphoto/257064.jpg,mailto:anna.brylka@europarl.europa.eu,,,,,Poland,Patriots for Europe Group; Non-attached Members,,https://data.europarl.europa.eu/person/257064
